"row","keep_venue_id","keep_venue_name","city_slug","keep_venue_status","legacy_michelin_category","keep_other_awards","twin_venue_id","twin_name_michelin","twin_2026_category","twin_created_by_france_batch","type","confidence","reason","decision"
"126","ve_a2b1c83c30","Restaurant Gastronomique Christian Tetedoie","lyon","active","One Star","0","ve_c78b41d8e1","Têtedoie","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"127","ve_f4013309eb","Restaurant Rustique* - Lyon","lyon","active","One Star","1","ve_72fc73fcb2","Rustique","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"128","ve_6edde35381","Siprès restaurant","lyon","active","Bib Gourmand","0","ve_989d6c0045","Siprès","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"129","ve_b5e82c5a77","The Domaine du Colombier","malataverne","active","One Star","0","ve_b9c4d47e1d","Le Colombier","One Star","yes","merge","high","Le Colombier is the restaurant of the Domaine du Colombier","merge"
"130","ve_3d687f93c4","Aux Trois Capitaines","malroy","active","Bib Gourmand","0","ve_9193e23e82","Aux 3 Capitaines","Bib Gourmand","yes","merge","high","Trois = 3","merge"
"131","ve_7bf75a1ba3","Bessem Restaurant","mandelieu-la-napoule","active","One Star","0","ve_f3f08b5418","Bessem","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"132","ve_fcc0d286e3","Le Petit Nice Passedat - Hôtel 5 étoiles Relais & Châteaux à Marseille","marseille","active","Three Stars","3","ve_e2d533b42f","Le Petit Nice","Three Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"133","ve_f042d8773f","Restaurant La Grand'Vigne - Les Sources de Caudalie","martillac","active","Two Stars","1","ve_0a7f48142d","La Grand'Vigne - Les Sources de Caudalie","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"134","ve_f206c37f46","Breizh Café Megève | La Crêpe Autrement","megeve","active","Bib Gourmand","0","ve_cd702c8e02","Breizh Café Megève","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"135","ve_7494ba16e0","VOUS - Restaurant à Megève","megeve","closed","One Star","0","ve_ef66f6a438","Vous","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it. Checked Sep 15: recommend merge","merge"
"136","ve_3839d0581f","L'Ekrin","meribel","closed","One Star","0","ve_1848cf2373","L'Ekrin by Laurent Azoulay","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it. Checked Sep 15: recommend merge","merge"
"137","ve_e574aeb7fd","Restaurant Les Fresques une étoile Michelin depuis plus de 10 ans","monestier","active","One Star","0","ve_847766af1d","Les Fresques - Château des Vigiers","One Star","yes","merge","high","Les Fresques; only candidate","merge"
"138","ve_1ab5144619","Domus Restaurant","mont-pres-chambord","active","Bib Gourmand","0","ve_087e0523bc","Domus","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"139","ve_7963871c91","Château Saint-Jean","montlucon","active","One Star","0","ve_02df2c6453","La Chapelle - Château Saint-Jean","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"140","ve_3f2b100f8c","Restaurant Leclère, Cuisine d’arrivage.","montpellier","active","One Star","0","ve_ed09a4bc74","Leclère","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"141","ve_f986c56924","Villa9Trois - Restaurant Gastronomique","montreuil","active","One Star","0","ve_c0b980dd51","Villa9Trois","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"142","ve_2548d72a9b","La Bastide de Moustiers - Hôtel & Restaurant","moustiers-sainte-marie","active","One Star","0","ve_aa9acb4398","La Bastide de Moustiers","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"143","ve_a1312ec44d","Restaurant Perle des Vosges ""la Châtaigneraie""","muhlbach-sur-munster","active","Bib Gourmand","0","ve_f1623f849b","La Châtaigneraie - Perle des Vosges","Bib Gourmand","yes","merge","high","same two parts in reverse order","merge"
"144","ve_e156e96564","Restaurant Il Cortile | Étoilé Michelin","mulhouse","active","One Star","0","ve_a95f1b5dc0","Il Cortile","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"145","ve_11a196c4e4","Restaurant Les Grands Arbres @ Verte Vallée","munster-fr","active","Bib Gourmand","0","ve_d5841b5c43","Les Grands Arbres - Verte Vallée","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"146","ve_da06010097","La Mandale Restaurant","nantes","active","Bib Gourmand","0","ve_bebe005c0e","La Mandale","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"147","ve_8f2a2345da","OBBO - cave à manger","nantes","active","Bib Gourmand","0","ve_bde62e7a69","OBBO","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"148","ve_9984947217","The Wine Palace","narbonne","active","Bib Gourmand","0","ve_5a0d60bfdf","Cave à Vin & à Manger - Maison Saint-Crescent","Bib Gourmand","yes","merge","medium","old name is a Google English name; a restaurant index uses the slug the-wine-palace for Cave à Vin & à Manger (not a Michelin source); only same-city Bib. Checked Sep 15: recommend merge","merge"
"149","ve_f76faf0b7a","Ar Men Du | Hôtel 3 étoiles - Restaurant Gastronomique avec Vue Mer | Névez, Finistère","nevez","active","One Star","0","ve_bedb176ffc","Ar Men Du","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"150","ve_ba198ac9b3","Restaurant Brioude","neyrac-les-bains","active","Bib Gourmand","0","ve_8717a65646","Bistrot Brioude","Bib Gourmand","yes","merge","high","Restaurant/Bistrot Brioude; only candidate","merge"
"151","ve_a907c1aa12","Épicentre Nice","nice","active","One Star","0","ve_3082807bfc","Épicentre","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"152","ve_ea4e42a114","L'Alchimie restaurant Nice","nice","active","Bib Gourmand","0","ve_4385ea58f7","L'Alchimie","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"153","ve_63f70bc85f","l’aromate nice","nice","active","One Star","0","ve_29e40b8469","L'Aromate","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"154","ve_4bddce6b9f","Les Agitateurs - restaurant gastronomique","nice","active","One Star","0","ve_36e40502bf","Les Agitateurs","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"155","ve_0a9006903d","Bistr'AU de Jérôme Nutile","nimes","active","Bib Gourmand","0","ve_259808cf51","Le Bistr'AU - Le Mas de Boudan","Bib Gourmand","yes","merge","high","Bistr'AU of Jérôme Nutile at Le Mas de Boudan","merge"
"156","ve_2b59b24d2b","Restaurant Gastronomique Jérôme Nutile *","nimes","active","One Star","0","ve_2a7b4c3286","Jérôme Nutile","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"157","ve_77e6e37fab","ROUGE Nîmes","nimes","active","One Star","0","ve_eb4d113496","Rouge","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"158","ve_5f1fff252d","La Fourchette des Ducs - Restaurant Obernai Alsace","obernai","active","Two Stars","1","ve_74b1f30546","La Fourchette des Ducs","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"159","ve_1741280cda","Logis Hôtel Ô en Couleur","oucques","active","Bib Gourmand","0","ve_31207beef1","Ô en Couleur","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"160","ve_d49f07447a","114 Rue du Faubourg Saint-Honoré","paris","active","One Star","0","ve_b554a2f447","114 Faubourg","One Star","yes","merge","high","old name is the street address of 114 Faubourg (Le Bristol); the name-key rule wrongly paired it with Onor because saint-honore contains onor","merge"
"161","ve_c6a377cdbb","Agapé, Restaurant gastronomique Paris 17ème","paris","active","One Star","0","ve_773380878f","Agapé","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"162","ve_6c6b97642b","Alléno","paris","active","Three Stars","8","ve_b789ba25d1","Alléno Paris au Pavillon Ledoyen","Three Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"163","ve_c4d8e44e69","ANONA - Restaurant gastronomique étoilé","paris","active","One Star","1","ve_686637e7f8","Anona","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"164","ve_fe36d30da6","Baca'v","paris","active","Bib Gourmand","0","ve_c472d1ece9","Baca'v par Gilles Choukroun","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"165","ve_a090b83869","Capsule Restaurant","paris","active","Bib Gourmand","0","ve_6f7de5d30a","Capsule","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"166","ve_74cb737437","Don Juan II | Yachts de Paris","paris","active","One Star","0","ve_723ca2744a","Don Juan II","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"167","ve_db661b5dd8","FIEF / Fait Ici En France","paris","active","One Star","3","ve_60f08e75a5","FIEF","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"168","ve_a043a49e17","Hôtel Pilgrim - Quartier Latin","paris","active","One Star","1","ve_272b952919","Pilgrim","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"169","ve_3cd0be5fe7","jip.paris","paris","active","Bib Gourmand","0","ve_d13b846fa0","Jip","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"170","ve_755bf8d6ea","L'Abysse","paris","active","Two Stars","3","ve_bd79647760","L'Abysse Paris","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"171","ve_376cd7a445","La Table de L'Espadon","paris","closed","One Star","0","ve_c2e7915e76","Espadon","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it. Checked Sep 15: recommend merge","merge"
"172","ve_d55f10a67f","Le Faham restaurant","paris","active","One Star","0","ve_97306691b9","Le Faham","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"173","ve_ed34a0062a","Marsan by Helene Darroze","paris","active","Two Stars","1","ve_2919265cc2","Marsan par Hélène Darroze","Two Stars","yes","merge","high","by/par Hélène Darroze","merge"
"174","ve_60a745d0fd","Mavrommatis Le Restaurant","paris","active","One Star","0","ve_a006bf5d2a","Mavrommatis","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"175","ve_786a084bdb","Mosuke par Mory Sacko","paris","active","One Star","0","ve_c4e3758532","MoSuke","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"176","ve_bb260dbec9","NAKATANI RESTAURANT","paris","active","One Star","1","ve_a769ebf910","Nakatani","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"177","ve_281df52815","ONOR par Thierry Marx","paris","active","One Star","0","ve_00240eb1cc","Onor","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"178","ve_bf76d7e634","Origines","paris","active","One Star","0","ve_ec8c545179","Origines Restaurant","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"179","ve_3735c86fab","Pavyllon Paris - Yannick Alléno","paris","active","One Star","1","ve_4bd9166be0","Pavyllon Paris","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"180","ve_334ad1fa8d","Restaurant Anne - Place des Vosges, le Pavillon de la Reine","paris","active","One Star","0","ve_f2e88193a2","Anne","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"181","ve_3a28aa2952","Restaurant Gaya","paris","active","One Star","0","ve_e9a28201d5","Gaya par Pierre Gagnaire","One Star","yes","merge","high","Gaya par Pierre Gagnaire","merge"
"182","ve_1c922a2987","Restaurant Pantagruel Paris","paris","active","One Star","0","ve_ccc6663c1e","Pantagruel","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"183","ve_1322b9e099","Villa Amalia","paris","active","One Star","0","ve_4d620e6b59","Amâlia","One Star","yes","merge","medium","Michelin page: Amâlia is at 32 rue de la Fontaine-au-Roi (guide.michelin.com/ch/fr/ile-de-france/paris/restaurant/amalia); old name Villa Amalia looks like a wrong Google match. Checked Sep 15: recommend merge","merge"
"184","ve_d45dea00da","Café Louise restaurant - Périgueux","perigueux","active","Bib Gourmand","0","ve_3ad78a0dcb","Café Louise","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"185","ve_f3b9b7ad6f","Cours Lazare Escarguel","perpignan","active","Bib Gourmand","0","ve_dea3a938cd","Lazare Escarguel","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"186","ve_52bf46c5b5","Brasserie La Gabale","peyre-en-aubrac","active","Bib Gourmand","0","ve_47fe3be084","La Gabale","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"187","ve_5683d1f7b5","De Lauzun : Hôtel et Restaurant Gastronomique à Pézenas","pezenas","active","One Star","0","ve_2568ab0329","Restaurant De Lauzun","One Star","yes","merge","high","De Lauzun","merge"
"188","ve_b7b47d480d","Le Biniou, Restaurant Bistronomique","pleneuf-val-andre","active","Bib Gourmand","0","ve_e344faa976","Le Biniou","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"189","ve_0497d10eb2","ROSMADEC LE MOULIN - Restaurant","pont-aven","active","One Star","0","ve_2b314d956d","Rosmadec Le Moulin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"190","ve_b3fbc1daa6","Bistrot Dupont - Troyes","pont-sainte-marie","active","Bib Gourmand","0","ve_69aea017f4","Bistrot DuPont","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"191","ve_d406c844d7","Avel Vor - Restaurant","port-louis","active","One Star","0","ve_710d93a747","Avel Vor","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"192","ve_dc6781646e","Restaurant de la Loire - Fabien Raux","pouilly-sous-charlieu","active","One Star","0","ve_86b4ee5895","Restaurant de la Loire","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"193","ve_696d8588d7","Logis Hôtel le Bellevue Rest. Bellavista","prats-de-mollo-la-preste","active","Bib Gourmand","0","ve_c139fb95f7","Bellavista","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"194","ve_ddacc5addd","Restaurant Allium, Quimper","quimper","active","One Star","0","ve_fcbbb5fea3","Allium","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"195","ve_7ad29c69ec","Ti-Coz Quimper","quimper","active","Bib Gourmand","0","ve_9d02f770e7","Ti-Coz","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"196","ve_8dd105f770","La Réserve Ramatuelle - Hotel, Spa and Villas","ramatuelle","active","Two Stars","0","ve_8a8e59f190","La Voile","Two Stars","no","merge","medium","La Réserve Ramatuelle is the hotel; La Voile is its Two Stars restaurant; only candidate. FLAG: twin existed before the France batch (1 other awards); Ben picks the survivor. Checked Sep 15: the twin La Voile holds La Liste 2026 and the correct name; the old hotel venue holds only the old Michelin row. Keep La Voile as the survivor (merge-keep-twin). Checked Sep 15: recommend merge-keep-twin","merge-keep-twin"
"197","ve_ce3f3c9853","Restaurant Le Parc","reims","active","Two Stars","1","ve_4916c6e0b2","Le Parc Les Crayères","Two Stars","yes","merge","high","Le Parc at Les Crayères; only candidate","merge"
"198","ve_1844ecb32d","Breizh Café Rennes | La Crêpe Autrement","rennes","active","Bib Gourmand","0","ve_bae62992fc","Breizh Café Rennes","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"199","ve_347d06ed18","Hotel Gourmet Restaurant La Huchette","replonges","active","One Star","0","ve_b79b0ca1dc","La Huchette","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"200","ve_3549878575","L'AO - L'Aigle d'Or - chez Marck","rimbach-pres-guebwiller","active","Bib Gourmand","0","ve_c7295891c6","L'AO - L'Aigle d'Or","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"201","ve_f2b568ec70","Manoir de Rétival","rives-en-seine","active","One Star","0","ve_fff66eea74","G.a. au Manoir de Rétival","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"202","ve_46605064bb","Le Panoramique 1* et son bar Léopold","rolleboise","active","One Star","0","ve_13f898e47e","Le Panoramique - Domaine de la Corniche","One Star","yes","merge","high","Le Panoramique; only candidate","merge"
"203","ve_ab4e53c1d2","Nori - Restaurant gastronomique du Brittany & Spa","roscoff","active","One Star","0","ve_6f79a75ac7","Nori","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"204","ve_83e2a41306","Logis Hôtel Burnel et la Clé des Champs","rouvres-en-xaintois","active","One Star","0","ve_4ed40dc0b0","Burnel","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"205","ve_c9e79b8faf","Restaurant Le Saisonnier - 70200 Roye","roye","active","Bib Gourmand","0","ve_b0bc01c9e5","Le Saisonnier","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"206","ve_810f6617d1","Château De Montcaud","sabran","active","One Star","0","ve_504e71319d","Le Cèdre de Montcaud","One Star","yes","merge","high","Le Cèdre is the restaurant of Château de Montcaud; only candidate","merge"
"207","ve_c6f76408e1","Auberge du 12ème Siècle","sache","active","One Star","0","ve_d13d2ad337","Auberge du XIIème Siècle","One Star","yes","merge","high","12ème = XIIème","merge"
"208","ve_da2f1e3a16","LA TABLE D'INOMOTO-Restaurant","saint-andre-de-cubzac","active","Bib Gourmand","0","ve_e3cac515f0","La Table d'Inomoto","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"209","ve_5c2f7e9c49","Le Mana - Restaurant et Chambres d'hôtes","saint-andre-lez-lille","active","Bib Gourmand","0","ve_76c6822c2b","Le Mana","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"210","ve_1dc0e69375","Aux Pesked Saint Brieuc","saint-brieuc","active","One Star","0","ve_86e9c792e4","Aux Pesked","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"211","ve_b9dbde448f","Boulevard de l'Almandin","saint-cyprien","active","One Star","0","ve_fa7e7bc757","L'Almandin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"212","ve_98b2c2d46b","Bed & Breakfast - Les Belles Perdrix","saint-emilion","active","One Star","1","ve_73a09cc154","Les Belles Perdrix de Troplong Mondot","One Star","yes","merge","high","Les Belles Perdrix","merge"
"213","ve_cdab07397d","Hostel De Montfleury","saint-germain","active","One Star","0","ve_eb5e71de2b","Auberge de Montfleury","One Star","yes","merge","high","Hostel/Auberge de Montfleury; only candidate","merge"
"214","ve_6825d41183","Le Saison","saint-gregoire","active","Two Stars","1","ve_58eb328fae","Maison Ronan Kervarrec","Two Stars","yes","merge","high","Michelin page for Maison Ronan Kervarrec uses the slug le-saison (guide.michelin.com/ch/fr/bretagne/saint-grgoire/restaurant/le-saison)","merge"
"215","ve_1db894a468","Le Saint Hilaire Gwladys & Sébastien Rath","saint-hilaire-de-brethmas","active","One Star","0","ve_ce0df0624a","Le Saint Hilaire","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"216","ve_7d1cc37f02","Hotel 4 étoiles La Belle Vie","saint-hilaire-dozilhan","active","One Star","0","ve_7c32023958","La Belle Vie","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"217","ve_bc8a29a321","La Mare aux Oiseaux, The Originals Collection","saint-joachim","active","One Star","0","ve_7980a78f38","La Mare aux Oiseaux","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"218","ve_0360eb1bd8","Le Carré de l'Ange - restaurant","saint-lizier","active","Bib Gourmand","0","ve_a8ec573dca","Le Carré de l'Ange","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"219","ve_ea0ac1f83a","Comptoir Breizh Café Saint-Malo | La Crêpe Autrement","saint-malo","active","Bib Gourmand","0","ve_9f28f5060a","Le Comptoir Breizh Café","Bib Gourmand","yes","merge","high","Comptoir Breizh Café","merge"
"220","ve_a8d9697131","Hotel La Bouitte","saint-martin-de-belleville","active","Two Stars","1","ve_a454ca5300","René et Maxime Meilleur","Two Stars","yes","merge","medium","La Bouitte is the hotel; René et Maxime Meilleur is its Two Stars restaurant; only candidate. Checked Sep 15: old venue also holds La Liste 2026, so it stays as the survivor. Checked Sep 15: recommend merge","merge"
"221","ve_8a7ad46888","Restaurant Simple & Meilleur · Saint-Martin-de-Belleville","saint-martin-de-belleville","closed","Bib Gourmand","0","ve_b2127e43a5","Simple et Meilleur","Bib Gourmand","yes","merge","high","Simple et Meilleur. FLAG: old venue status is closed, but Michelin 2026 lists it. Checked Sep 15: recommend merge","merge"
"222","ve_3450c5dac1","Auberge La Pomme d'Api","saint-pol-de-leon","active","One Star","1","ve_fce594d895","La Pomme d'Api","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"223","ve_8afbe4929d","L'Attanum - Ludwik Crosnier","saint-yrieix-la-perche","active","Bib Gourmand","0","ve_87c1d78fbf","L'Attanum","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"224","ve_c814632cb2","Le Lodge Restaurant","samoens","active","Bib Gourmand","0","ve_188998b103","Le Lodge","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"225","ve_9ba4877f9b","Château Mont Joly Hotel Restaurant Dole, Jura","sampans","active","One Star","0","ve_d8b313685c","Château du Mont Joly","One Star","yes","merge","high","Château du Mont Joly","merge"
"226","ve_223dd369c0","Auberge Saint Walfrid Hôtel Restaurant & Spa","sarreguemines","active","One Star","0","ve_8586270760","Auberge Saint-Walfrid","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"227","ve_d1b1219263","Table de la Ferme - Domaine de Murtoli","sartene","active","One Star","0","ve_074318a102","La Table de la Ferme","One Star","yes","merge","high","La Table de la Ferme","merge"
"228","ve_2e35f20ae1","Le Relais Bernard Loiseau","saulieu","active","Two Stars","1","ve_1eddcacd3f","La Côte d'Or","Two Stars","yes","merge","medium","Relais Bernard Loiseau is the house; La Côte d'Or is its Two Stars restaurant; only candidate. Checked Sep 15: old venue also holds La Liste 2026, so it stays as the survivor. Checked Sep 15: recommend merge","merge"
"229","ve_024c410f00","Kern - Restaurant & Chambres d'hôtes","seytroux","active","One Star","0","ve_f06a1d324b","Kern","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"230","ve_b07d24243b","Auberge Saint-Laurent - HOTEL RESTAURANT","sierentz","active","One Star","0","ve_2fe636bc19","Auberge Saint-Laurent","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"231","ve_3a3e26a2a9","Restaurant gastronomique Jean Sulpice","talloires-montmin","active","Two Stars","0","ve_bfc22336fa","Jean Sulpice","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"232","ve_065a51baff","Le Pastel - Restaurant Toulon","toulon","active","Bib Gourmand","0","ve_50f4b75193","Le Pastel","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"233","ve_286c2dd02c","Les Jardins de l'Opéra - Stéphane Tournié","toulouse","active","One Star","0","ve_e026e7305c","Stéphane Tournié - Les Jardins de l'Opéra","One Star","yes","merge","high","same two parts in reverse order","merge"
"234","ve_e2e751c581","Hôtel - Spa La Borie d'Hélipse & Restaurant Le Puy Tilleul","tournemire","active","One Star","0","ve_deb3577cad","Le Puy Tilleul","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"235","ve_a7bc7bbf87","Aux Terrasses - Hôtel Restaurant Tournus","tournus","active","One Star","2","ve_de604173ec","Aux Terrasses","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"236","ve_406f63b922","Greuze - L'Ecrin de Yohann Chapuis","tournus","active","One Star","0","ve_ff4c8e82d3","L'Écrin de Yohann Chapuis","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"237","ve_fc6a54d39a","Maison Greuze Le Bouchon Bourguignon","tournus","active","Bib Gourmand","0","ve_f7fda8530f","Le Bouchon Bourguignon","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"238","ve_3668dbb234","La Table de Tourtour","tourtour","active","Bib Gourmand","0","ve_f1afe62dc9","La Table","Bib Gourmand","yes","merge","medium","Michelin name La Table is short and generic; same town, same Bib. Checked Sep 15: Michelin lists one La Table in Tourtour, a Bib (guide.michelin.com/ca/fr/provence-alpes-cote-dazur/tourtour/restaurant/la-table63544). Checked Sep 15: recommend merge","merge"
"239","ve_dc084d725c","Relais & Châteaux - Le Vieux Logis - Dordogne","tremolat","active","One Star","0","ve_9f0d1ad221","Le Vieux Logis","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"240","ve_c4006f6dd5","Auberge de la Grive - Nicolas et Cécilia Gautier","trosly-loire","active","One Star","0","ve_982b076b5c","Auberge de la Grive","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"241","ve_e858660b34","Le BO (Bouche à Oreilles)","tulle","active","Bib Gourmand","0","ve_0fdc7ff0bf","Le Bouche à Oreille","Bib Gourmand","yes","merge","high","Bouche à Oreille(s)","merge"
"242","ve_b60189d14c","Home Aribert - Restaurant Gastronomique 2 Étoiles Michelin","uriage-les-bains","active","Two Stars","3","ve_22e6d1d656","Maison Aribert","Two Stars","yes","merge","high","Home = Maison (Google translation); Aribert","merge"
"243","ve_eb0dbfc986","Hôtel Pashmina","val-thorens","active","One Star","0","ve_34de15a325","Les Explorateurs - Hôtel Pashmina","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"244","ve_78f7d96f66","L' Auberge de la Roche Valdeblore","valdeblore","active","One Star","0","ve_b66d3a8849","Auberge de la Roche","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"245","ve_f820b56723","La Cachette* Valence","valence","active","One Star","0","ve_e1b8f417c6","La Cachette","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"246","ve_1e74d7438b","Maison Pic","valence","active","Three Stars","3","ve_5d75d60685","Pic","Three Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"247","ve_18fe0e78a3","Domaine du Liziec Vannes - MGallery Collection","vannes","active","One Star","0","ve_706bad5d06","La Table - Domaine du Liziec","One Star","yes","merge","high","La Table at Domaine du Liziec","merge"
"248","ve_b2d28b40f3","Château de Vault de Lugny et Clos Jordan","vault-de-lugny","active","One Star","0","ve_8ee4bd7119","Le Valucien - Château de Vault-de-Lugny","One Star","yes","merge","high","Le Valucien at Château de Vault-de-Lugny","merge"
"249","ve_020095097a","Auberge de Clochemerle Hôtel-spa privatif & Restaurant 1 étoile MICHELIN","vaux-en-beaujolais","active","One Star","0","ve_4c7373beac","Auberge de Clochemerle","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"250","ve_0561162743","Domaine de Montagne","ventron","active","One Star","0","ve_20baa603bb","Le M - Domaine de Montagne","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"251","ve_487864d071","Restaurant Alain Ducasse - Le Grand Controle","versailles","active","One Star","0","ve_8cb095c0f7","Ducasse au Château de Versailles - Le Grand Contrôle","One Star","yes","merge","high","Ducasse, Le Grand Contrôle","merge"
"252","ve_d2053c11d9","la Croix Blanche Loir et Cher","veuzain-sur-loire","active","Bib Gourmand","0","ve_e4758b41c1","La Croix Blanche","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"253","ve_dcc83ccec2","La Pyramide Hôtel Restaurant","vienne","active","Two Stars","2","ve_5fdfefc4de","La Pyramide - Maison Henriroux","Two Stars","yes","merge","high","La Pyramide","merge"
