"row","keep_venue_id","keep_venue_name","city_slug","keep_venue_status","legacy_michelin_category","keep_other_awards","twin_venue_id","twin_name_michelin","twin_city_slug","twin_2026_category","twin_created_by_italy_batch","type","confidence","reason","decision"
"133","ve_44ab63e419","In Viaggio - Claudio Melis Restaurant","merano","active","One Star","0","ve_bc773cb1ca","In Viaggio - Claudio Melis","merano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"134","ve_d58d2221e4","Andrea Aprea | Ristorante","milan","active","Two Stars","3","ve_362f8ecf91","Andrea Aprea","milan","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"135","ve_233364b3de","Anima Milano | Enrico Bartolini","milan","active","One Star","1","ve_6df8495da7","Anima","milan","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"136","ve_b711bdbf7a","Cracco","milan","active","One Star","9","ve_fc2ea62d19","Cracco in Galleria","milan","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"137","ve_9b42d4f61b","Il Luogo di Aimo e Nadia","milan","active","One Star","2","ve_086cbe64f2","Il Luogo Aimo e Nadia","milan","One Star","yes","merge","high","Il Luogo (di) Aimo e Nadia","merge"
"138","ve_aa4d3229b3","Moebius Milano","milan","active","One Star","0","ve_f1cbb69116","Moebius Sperimentale","milan","One Star","yes","merge","high","Moebius Sperimentale is the starred room of Moebius Milano","merge"
"139","ve_39bf4c8d77","Ristorante Abba","milan","active","One Star","0","ve_4bb4b75cdb","Abba","milan","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"140","ve_c4385fefb6","Ristorante Berton","milan","active","One Star","1","ve_23b258472d","Berton","milan","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"141","ve_8d7ca7653a","Ristorante Olmo","milan","active","One Star","1","ve_d51d9dd934","Olmo","milan","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"142","ve_1e4fb9b60e","Trattoria Trippa","milan","active","Bib Gourmand","2","ve_14dde23193","Trippa","milan","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"143","ve_a197115998","Verso Ristorante, Capitaneo","milan","active","Two Stars","1","ve_ac011da0b7","Verso Capitaneo","milan","Two Stars","yes","merge","high","Verso Capitaneo","merge"
"144","ve_7c3b8dd333","Via Giulio Cesare Procaccini","milan","active","One Star","0","ve_7ff84aabf5","Procaccini","milan","One Star","yes","merge","medium","old name is a street address",""
"145","ve_a9e8326518","Ristorante da Flavio e Fabrizio","mirano","active","Bib Gourmand","0","ve_733a6ee3c2","Da Flavio e Fabrizio ""Al Teatro""","mirano","Bib Gourmand","yes","merge","high","Da Flavio e Fabrizio","merge"
"146","ve_137c9a25b2","Ristorante Malga Panna","moena","closed","One Star","0","ve_bb0b252a8f","Malga Panna","moena","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it",""
"147","ve_b81330cd14","Ristorante Il Cedro","moggiona","active","Bib Gourmand","0","ve_db8b6655db","Il Cedro","moggiona","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"148","ve_4ce65f22cf","Ristorante Borgo Sant'Anna","monforte-dalba","active","One Star","1","ve_9ae0244c54","Borgo Sant'Anna","monforte-dalba","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"149","ve_cb5e60fa70","Ristorante Campo Del Drago - Rosewood Castiglion del Bosco","montalcino","active","Two Stars","1","ve_6b2f0a92df","Campo del Drago","montalcino","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"150","ve_9c5bd66e72","Agriturismo Camiano Piccolo","montefalco","active","Bib Gourmand","0","ve_34c5b2dc43","Camiano Piccolo","montefalco","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"151","ve_15ce1a6425","Osteria dell'Accademia, Castello di Montegridolfo","montegridolfo","active","Bib Gourmand","0","ve_0eb9a4a236","Osteria dell'Accademia","montegridolfo","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"152","ve_cac4391e0e","Antichi Sapori Montegrosso","montegrosso","active","Bib Gourmand","0","ve_1848057edc","Antichi Sapori","montegrosso","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"153","ve_29b231c710","Ristorante Caino","montemerano","active","Two Stars","1","ve_a6225229ce","Caino","montemerano","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"154","ve_e35b495f7a","D.one","montepagano","active","One Star","0","ve_d24f412173","D.one Ristorante Diffuso","montepagano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"155","ve_e353e92c60","Futura Osteria di Abbadia Isola","monteriggioni","active","Bib Gourmand","0","ve_031a3333be","Futura Osteria","monteriggioni","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"156","ve_b2d04dfdb5","Trattoria della Fortuna di Allegrini Daniela","monterotondo","active","Bib Gourmand","0","ve_2736d35d0e","Trattoria della Fortuna","monterotondo","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"157","ve_867afeb3d0","Trattoria Cattivelli","monticelli-dongina","active","Bib Gourmand","0","ve_90a0538675","Antica Trattoria Cattivelli","monticelli-dongina","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"158","ve_6a85d45754","Ristorante Roma","montoggio","active","Bib Gourmand","0","ve_13a4412504","Roma","montoggio","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"159","ve_630ff4b6d2","Ristorante Castagneto dal 1969","montrigiasco","active","Bib Gourmand","0","ve_0ba5c4f9ec","Castagneto","montrigiasco","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"160","ve_1abb5a64d0","Ristorante Da Gregorio","morrano-nuovo","active","Bib Gourmand","0","ve_b236cd7ecf","Da Gregorio","morrano-nuovo","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"161","ve_e1acbc7697","Gasthaus Apollonia","nals","active","Bib Gourmand","0","ve_654623d855","Apollonia","nals","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"162","ve_0c28f3dbce","Veritas Restaurant","naples","active","One Star","0","ve_d8d231a412","Veritas","naples","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"163","ve_0e2cf0cc42","Trattoria La Brinca","ne","active","Bib Gourmand","0","ve_ca3006c29c","La Brinca","ne","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"164","ve_d71347bfcb","Ristorante Vescovado","noli","active","One Star","0","ve_c51975014c","Vescovado","noli","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"165","ve_7a98523bda","Granaro Del Monte Restaurant","norcia","active","Bib Gourmand","0","ve_7c26ca4795","Granaro del Monte","norcia","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"166","ve_d9b2f7faff","Ristorante Vespasia","norcia","active","One Star","0","ve_eb9d851cc7","Vespasia","norcia","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"167","ve_bbad5e41eb","Ristorante Crocifisso","noto","active","One Star","0","ve_686c910a23","Crocifisso","noto","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"168","ve_c8085884a5","Ristorante Da Marchesi","novafeltria","active","Bib Gourmand","0","ve_f6bb615a56","Da Marchesi","novafeltria","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"169","ve_f8641e8d4b","Massimo Camia Ristorante - Locanda Camia","novello","active","One Star","0","ve_da9a1ba760","Massimo Camia","novello","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"170","ve_9daeb9321f","Ristorante Gellivs","oderzo","active","One Star","0","ve_a2ab9c0b48","Gellivs","oderzo","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"171","ve_752a8f07f3","Su Gologone Experience Hotel","oliena","active","Bib Gourmand","0","ve_56476eb257","Su Gologone","oliena","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"172","ve_155693285b","Ristorante Famiglia Rana","oppeano","active","Two Stars","2","ve_1a08c4cece","Famiglia Rana","oppeano","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"173","ve_94e5c5e1cc","Ristorante Olio","origgio","active","One Star","0","ve_55440e6e9d","Olio","origgio","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"174","ve_0a91203107","Locanda di Orta","orta-san-giulio","active","One Star","0","ve_3d9cab4b86","Andrea Monesi - Locanda di Orta","orta-san-giulio","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"175","ve_5544dcb0fd","Anna Stuben 1 Stella Michelin","ortisei","active","One Star","1","ve_67a0072fc9","Anna Stuben","ortisei","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"176","ve_67ca893447","Taverna de li Caldora","pacentro","active","Bib Gourmand","0","ve_2edfe9ff73","Taverna dei Caldora","pacentro","Bib Gourmand","yes","merge","high","de li / dei Caldora","merge"
"177","ve_1727fb4901","Le Calandrе","padua","active","Three Stars","22","ve_d4db682529","Le Calandre","padua","Three Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"178","ve_3e095e9773","Le Trabe Tenuta Capodifiume","paestum","active","One Star","0","ve_94e280abc1","Le Trabe","paestum","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"179","ve_ca0cc0ea54","Ristorante Tre Olivi","paestum","active","One Star","2","ve_f01cedffab","Tre Olivi","paestum","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"180","ve_6d2d60d7ba","Andrea Ristorante - Enoteca","palazzolo-acreide","active","Bib Gourmand","0","ve_60db2c18b1","Andrea - Sapori Montani","palazzolo-acreide","Bib Gourmand","yes","merge","high","Andrea; only same-town Bib","merge"
"181","ve_6a2fb5c7bf","I Tri Siochett - Ristorante Trattoria","parma","active","Bib Gourmand","0","ve_40e61874fc","I Tri Siochètt","parma","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"182","ve_e594164193","Ristorante Inkiostro","parma","active","One Star","1","ve_302f801252","Inkiostro","parma","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"183","ve_3bb90f4d3f","Ristorante Il Piastrino","pennabilli","active","One Star","1","ve_3b4dc38f36","Il Piastrino","pennabilli","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"184","ve_d6a813d347","Ristorante ""Ada""","perugia","active","One Star","0","ve_eb026cbf9d","Ada","perugia","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"185","ve_ca6e409319","Nole Ristorante","pescara","closed","Bib Gourmand","0","ve_675e55129c","Nole","pescara","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it",""
"186","ve_352636ed8a","Trattoria Dell'Alba","piadena","active","Bib Gourmand","0","ve_c29d125703","Dell'Alba","piadena","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"187","ve_191c9ba60d","Trattoria ""da Paeto"" Baccalà","pianiga","active","Bib Gourmand","0","ve_10bc2972f2","Trattoria da Paeto","pianiga","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"188","ve_803e5b3565","Terme Di Pigna","pigna","closed","Bib Gourmand","0","ve_889939b62e","Terme","pigna","Bib Gourmand","yes","merge","medium","old name is a hotel (Terme di Pigna); Terme is its Bib restaurant. FLAG: old venue status is closed, but Michelin 2026 lists it",""
"189","ve_993528760a","Ristorante Grual","pinzolo","active","One Star","0","ve_cd533e3224","Grual","pinzolo","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"190","ve_2e3fa5892c","Ristorante & Albergo di Charme 21.9 Flavio Costa","piobesi-dalba","active","One Star","0","ve_741ea4e062","21.9","piobesi-dalba","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"191","ve_4209e63b7a","Ristorante Angiolina","pisciotta","active","Bib Gourmand","0","ve_64f7464dfb","Angiolina","pisciotta","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"192","ve_1622d587a0","Antica Corte Pallavicina Relais","polesine-parmense","active","One Star","0","ve_f80d4fd8b2","Antica Corte Pallavicina","polesine-parmense","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"193","ve_10446b243a","Pashà Ristorante e Dimora","polignano-a-mare","active","One Star","0","ve_ff33d6739f","Pashà","polignano-a-mare","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"194","ve_2643fb4ca8","Ristorante President Pompei","pompei","active","One Star","0","ve_32ee12dfe3","President","pompei","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"195","ve_81e7bf0bc1","Ristorante Locanda Cacciatori","ponte-dellolio","active","Bib Gourmand","0","ve_9712a30490","Locanda Cacciatori","ponte-dellolio","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"196","ve_436685bedd","Materiaprima Osteria Contemporanea","pontinia","active","One Star","0","ve_6fdda208af","Mater1apr1ma","pontinia","One Star","yes","merge","high","Materiaprima = Mater1apr1ma","merge"
"197","ve_935c039ce4","Confusion","porto-cervo","active","One Star","0","ve_515e774f23","Italo Bassi Confusion Restaurant","porto-cervo","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"198","ve_59eae1f648","Ristorante Cracco Portofino","portofino","active","One Star","2","ve_b8d0d58000","Cracco Portofino","portofino","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"199","ve_542c195114","Paca Ristorante","prato","active","One Star","0","ve_baaebcb2f8","Paca","prato","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"200","ve_b30b954460","Ristorante Il Centro","priocca","active","One Star","0","ve_c1ba01929e","Il Centro","priocca","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"201","ve_1cfec607b2","Ristorante Casa Leali","puegnago-sul-garda","active","One Star","0","ve_cc68a1f3b5","Casa Leali","puegnago-sul-garda","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"202","ve_79cfad3219","Fradis Minoris Ristorante","pula","active","One Star","2","ve_9e7ab4dcb6","Fradis Minoris","pula","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"203","ve_cac10fef31","Angelo Sabatelli ristorante","putignano","active","One Star","0","ve_e9c47885f4","Angelo Sabatelli","putignano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"204","ve_6419c47e6e","Quarona","quarona","active","Bib Gourmand","0","ve_7d2ec43385","Italia","quarona","Bib Gourmand","yes","merge","medium","old name is only the town name (wrong Google match); Italia is the only Bib in Quarona",""
"205","ve_efe1077d6c","Duomo di Milano","ragusa","active","Two Stars","1","ve_ee365ac625","Duomo","ragusa","Two Stars","yes","merge","medium","old name Duomo di Milano is a wrong Google match (the venue is in Ragusa); Duomo is the only Two Stars candidate",""
"206","ve_50e0eccb61","Ristorante Locanda Don Serafino","ragusa","active","One Star","0","ve_d4a305a499","Locanda Don Serafino","ragusa","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"207","ve_05c6585158","Ristorante Veneziano","randazzo","active","Bib Gourmand","0","ve_da34f6a735","Veneziano","randazzo","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"208","ve_5e16fb2fda","Ristorante Casa Bertini","recanati","active","One Star","0","ve_4dfdd6f6d6","Casa Bertini","recanati","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"209","ve_b4af74a490","Mezzolitro • vini e cucina Ristorante abruzzese","rho","active","Bib Gourmand","0","ve_c69b17715e","Mezzolitro Vini e Cucina","rho","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"210","ve_85cea2a2ed","Ristorante Da Giocondo","rivisondoli","active","Bib Gourmand","0","ve_eb2c5a2e39","Da Giocondo","rivisondoli","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"211","ve_c382d2556c","Ristorante La Trota","rivodutri","active","One Star","1","ve_6f8b1202d9","La Trota","rivodutri","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"212","ve_e362728f66","Achilli al Parlamento Ristorante Enoteca","rome","active","One Star","0","ve_47483380fa","Achilli al Parlamento","rome","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"213","ve_a948bc4940","Domenico","rome","active","Bib Gourmand","0","ve_e7fb43b6d7","Domenico dal 1968","rome","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"214","ve_bbded4a224","INEO Restaurant","rome","active","One Star","0","ve_ed6a6bfff6","INEO","rome","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"215","ve_7d4cb01df3","Marco Martini Roma","rome","active","One Star","1","ve_7e7c0f8e32","Marco Martini Restaurant","rome","One Star","yes","merge","high","Marco Martini","merge"
"216","ve_8807b0044a","Pulejo ristorante","rome","active","One Star","0","ve_d675a9e1c4","Pulejo","rome","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"217","ve_39b6b13910","Zia Restaurant","rome","active","One Star","3","ve_2a710ab58b","Zia","rome","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"218","ve_ee78293255","Albergo Ristorante Nerina","romeno","active","Bib Gourmand","0","ve_209fdd1f07","Nerina","romeno","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"219","ve_06e977bba4","U.P.E.P.I.D.D.E. Restaurant","ruvo-di-puglia","active","Bib Gourmand","0","ve_cad5f05561","Upepidde","ruvo-di-puglia","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"220","ve_bd10beb673","Trattoria detta del Bruxaboschi","san-desiderio","active","Bib Gourmand","0","ve_a027377475","Bruxaboschi","san-desiderio","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"221","ve_69b3721f29","Hotel & Gasthof zum Hirschen","san-genesio-atesino","active","Bib Gourmand","0","ve_91c617ef4b","Locanda al Cervo - zum Hirschen","san-genesio-atesino","Bib Gourmand","yes","merge","high","zum Hirschen = al Cervo","merge"
"222","ve_0297400ed5","LINFA Ristorante","san-gimignano","active","One Star","0","ve_b863067f06","Linfa","san-gimignano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"223","ve_534965a1f9","Ristorante da Pode","san-gimignano","active","Bib Gourmand","0","ve_8e0fed5853","Da Pode","san-gimignano","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"224","ve_c45ea7cf92","Trattoria Dalla Rosa Alda","san-giorgio-di-valpolicella","active","Bib Gourmand","0","ve_87aa915b46","Dalla Rosa Alda","san-giorgio-di-valpolicella","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"225","ve_4c7f793fc9","Hyle Ristorante","san-giovanni-in-fiore","active","One Star","2","ve_eadf4a939e","Hyle","san-giovanni-in-fiore","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"226","ve_063f92c73f","Relais Chateaux Il Falconiere & Spa","san-martino","active","One Star","0","ve_944de1b55d","Il Falconiere","cortona","One Star","yes","merge","high","Il Falconiere. FLAG: old city is san-martino, Michelin town is cortona; the merge must keep the Michelin town",""
"227","ve_490ffd70da","Del Belbo Da Bardone Andrea e Bardone Gioacchino","san-marzano-oliveto","active","Bib Gourmand","0","ve_4d9a4e55e9","Del Belbo - Da Bardon","san-marzano-oliveto","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"228","ve_f37345e87a","Gasthaus.Osteria Platzegg","san-michele","active","Bib Gourmand","0","ve_e49ee08841","Osteria Platzegg","san-michele","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"229","ve_80de6f51f8","Ristorante La Cucoma","san-pancrazio","active","Bib Gourmand","0","ve_26bde38dca","La Cucoma","san-pancrazio","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"230","ve_b666d59af0","Ristorante Il Fuoco Sacro","san-pantaleo","active","One Star","0","ve_0d77b889b4","Il Fuoco Sacro","san-pantaleo","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"231","ve_f4d38d0c08","Gambrinus","san-polo-di-piave","active","Bib Gourmand","0","ve_fe78421365","Osteria Borsò Gambrinus","san-polo-di-piave","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"232","ve_a7de2e67a2","Ristorante Paolo e Barbara","san-remo","active","One Star","0","ve_eb838ee463","Paolo e Barbara","san-remo","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"233","ve_afc0d24e7c","GOURMET RESTAURANT “GUSTO BY SADLER”","san-teodoro","active","One Star","0","ve_3240f2710d","Gusto by Sadler","san-teodoro","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"234","ve_eef796a74d","Coxinendi - Ristorante","sanluri","active","Bib Gourmand","0","ve_c97e6d9b8d","Coxinendi","sanluri","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"235","ve_92d175c0fa","Don Geppi Restaurant","sant-agnello","active","One Star","0","ve_a62c2c4a5e","Don Geppi","sant-agnello","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"236","ve_6bdb379ac2","Ristorante Laite","sappada","closed","One Star","0","ve_e445d40fee","Laite","sappada","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it",""
"237","ve_e925be4c07","Ristorante Antica Trattoria La Grotta dal 1918","sasso-marconi","active","Bib Gourmand","0","ve_77f7b52a72","Antica Trattoria la Grotta dal 1918","sasso-marconi","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"238","ve_8f59f18824","Ristorante Alla Pace / Burtshaus Alla Pace","sauris","closed","Bib Gourmand","0","ve_e6dbed3c4e","Alla Pace","sauris","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue status is closed, but Michelin 2026 lists it",""
"239","ve_f7d05f75f2","Lokanda Devetak 1870","savogna-disonzo","active","Bib Gourmand","0","ve_51361bd502","Lokanda Devetak","savogna-disonzo","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"240","ve_327829f814","Spinechile Resort","schio","active","One Star","0","ve_0a27e35453","Spinechile","schio","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"241","ve_74d392b2d5","Ristorante San Martino","scorze","active","One Star","0","ve_35c8d565e6","San Martino","scorze","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"242","ve_116f485d79","Alpenroyal Gourmet Restaurant","selva-di-val-gardena","active","One Star","0","ve_3e105d0c5f","Alpenroyal Gourmet","selva-di-val-gardena","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"243","ve_2b235ecba6","Trattoria Dalla Libera","sernaglia-della-battaglia","active","Bib Gourmand","0","ve_10c2901950","Dalla Libera","sernaglia-della-battaglia","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"244","ve_35f4f358e9","Rezzano Restaurant","sestri-levante","active","One Star","0","ve_048afe2ee3","Rezzano Cucina e Vino","sestri-levante","One Star","yes","merge","high","Rezzano; only candidate","merge"
"245","ve_2eeefebb15","Ristorante Tancredi","sirmione","active","One Star","0","ve_7203635278","Tancredi","sirmione","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"246","ve_6471b2405c","Ristorante Lorelei","sorrento","active","One Star","0","ve_e7cc49646c","Lorelei","sorrento","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"247","ve_2d16aa2885","Marotta Ristorante","squille","active","One Star","3","ve_bbde6d166e","Marotta","squille","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"248","ve_92ec9577d1","Azienda Ceraudo e Ristorante Dattilo","strongoli","active","One Star","0","ve_fb335d87e4","Dattilo","strongoli","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"249","ve_57925568f8","Ristorante Clemente","sulmona","active","Bib Gourmand","0","ve_3c1d0edb92","Clemente","sulmona","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"250","ve_ebd8725ffc","Otto Geleng Restaurant","taormina","active","One Star","0","ve_9860e73d1c","Otto Geleng","taormina","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"251","ve_59677ff7c9","St. George Restaurant by Heinz Beck","taormina","active","Two Stars","1","ve_215d38f159","St. George by Heinz Beck","taormina","Two Stars","yes","merge","high","St. George by Heinz Beck","merge"
"252","ve_d0916e1d60","Ristorante La Torre","tavarnelle-val-di-pesa","active","Bib Gourmand+One Star","0","ve_c0cb138ec8","La Torre","tavarnelle-val-di-pesa","One Star","yes","merge","high","same city and category; Michelin name is inside the old name. FLAG: old venue has two old rows (Bib Gourmand+One Star); only the One Star row retires after the merge",""
"253","ve_c6c61bfe4d","Via Fracia","teglio","active","Bib Gourmand","0","ve_aa7039a78b","Fracia","teglio","Bib Gourmand","yes","merge","medium","old name is a street address",""
"254","ve_41fc3a6a33","Oishi Japanese Kitchen","teramo","active","Bib Gourmand","0","ve_9617429319","Oishi","teramo","Bib Gourmand","yes","merge","medium","generic name; same town, same Bib",""
"255","ve_a6fe14ce91","Ristorante Tipico Luna Rossa","terranova-di-pollino","active","Bib Gourmand","0","ve_d20b22c5c2","Luna Rossa","terranova-di-pollino","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"256","ve_d24fd531f5","Laqua Countryside","ticciano","active","One Star","0","ve_cedc4a2117","Cannavacciuolo Countryside","ticciano","One Star","yes","merge","medium","Laqua Countryside now carries the Cannavacciuolo name; only candidate",""
"257","ve_2de9526ede","Ristorante Albergo Ca' Vittoria s.a.s.","tigliole","active","One Star","0","ve_21281dfe7f","Ca' Vittoria","tigliole","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"258","ve_3f9f26077f","Li Somari Trattoria Fuori Porta","tivoli","active","Bib Gourmand","0","ve_2596ece7ba","Li Somari","tivoli","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"259","ve_5831fed8e5","Ristorante Tilia","toblach","active","One Star","0","ve_f05b9e5141","Tilia","toblach","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"260","ve_6b94ccfff9","ELEMENTI FINE DINING","torgiano","active","One Star","0","ve_6027fd0a24","Elementi","torgiano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"261","ve_6dd3d87434","Il Sereno Al Lago Restaurant","torno","active","One Star","0","ve_f216fb701f","Il Sereno Al Lago","torno","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"262","ve_c40380f4f4","Ristorante Villa Naj","torrazza-coste","active","One Star","0","ve_da77bb9bcf","Villa Naj","torrazza-coste","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"263","ve_e8c8e1eb8a","Casa Sgarra Ristorante","trani","active","One Star","0","ve_a7197bfee2","Casa Sgarra","trani","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"264","ve_dc29435117","Albergo Ristorante Miniere","traversella","active","Bib Gourmand","0","ve_ca31f11c54","Le Miniere","traversella","Bib Gourmand","yes","merge","high","(Le) Miniere; only candidate","merge"
"265","ve_c381dfbcef","Casolare dei Segreti Ristorante","treia","active","Bib Gourmand","0","ve_6f364f1f70","Il Casolare dei Segreti","treia","Bib Gourmand","yes","merge","high","Casolare dei Segreti","merge"
